Volcano Number,Volcano Name,Country,Volcanic Region Group,Volcanic Region,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
360050,Soufriere Hills,United Kingdom,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2013,16.72,-62.18,915,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,3006,9401,9458,448929
360150,Soufriere St. Vincent,Saint Vincent and the Grenadines,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2021,13.33,-61.18,1220,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1491,15327,103882,291476
390070,Southern Thule,United Kingdom,Antarctic-Scotia Volcanic Regions,South Sandwich Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1975,-59.442,-27.225,1075,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,0,0,0,0
320070,Spectrum Range,Canada,North America Volcanic Regions,Northern Cordilleran Volcanic Province,Shield,Shield,Evidence Credible,Unknown,57.43,-130.68,2430,Intraplate / Continental crust (>25 km),Rhyolite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , ,0,0,0,386
313040,Spurr,United States,North America Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1992,61.299,-152.251,3374,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt,Rhyolite, , ,0,0,0,11097
250010,St. Andrew Strait,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Sea Volcanic Province,Composite,Complex,Eruption Observed,1957,-2.38,147.35,270,Subduction zone / Oceanic crust (< 15 km),Rhyolite, , , , , , , , , ,633,678,2870,47539
360170,St. Catherine,Grenada,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,12.15,-61.67,840,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Dacite, , , , , , ,8561,41976,84210,93321
321050,St. Helens,United States,North America Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2008,46.2,-122.18,2549,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , ,78,427,2221,2173101
314040,St. Michael,United States,North America Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,63.45,-162.12,715,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,662,662,662,2625
314010,St. Paul Island,United States,North America Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Shield,Shield,Eruption Dated,-1280,57.167,-170.213,203,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Rhyolite, , , , ,582,582,582,783
211040,Stromboli,Italy,European Volcanic Regions,Aeolian Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,38.789,15.213,924,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite, , , ,2225,2225,3894,1347563
342160,Suchitan,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,14.4,-89.78,2042,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,4149,49376,421074,8257118
252090,Sulu Range,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano(es),Unrest / Holocene,Unknown,-5.5,150.942,610,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,298,1543,15051,135039
352040,Sumaco,Ecuador,South America Volcanic Regions,Northern Andean Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,1895,-0.538,-77.626,3990,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , , , , , , ,39,324,8384,679867
261180,Sumbing,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1921,-2.414,101.728,2507,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,3,304,49583,1209448
263220,Sumbing,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1730,-7.384,110.07,3371,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,15294,310361,2425607,25707858
284080,Sumisujima,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Caldera,Caldera,Eruption Observed,1916,31.44,140.051,136,Subduction zone / Oceanic crust (< 15 km),Dacite,Basalt / Picro-Basalt,Rhyolite, , ,Andesite / Basaltic Andesite, , , , ,0,0,0,0
263210,Sundoro,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1971,-7.302,109.996,3147,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,52462,496751,2086299,24996512
257010,Suretamatai,Vanuatu,Southwest Pacific Volcanic Regions,Vanuatu Volcanic Arc,Composite,Complex,Eruption Observed,1966,-13.8,167.47,921,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,68,3509,5555,9242
222110,Suswa,Kenya,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Shield,Shield,Evidence Credible,Unknown,-1.151,36.357,2356,Rift zone / Continental crust (>25 km),Phonolite,Trachyte / Trachydacite, , , ,Trachybasalt / Tephrite Basanite, , , , ,474,4041,105232,6914644
282030,Suwanosejima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2024,29.638,129.714,796,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,107,107,325,1966
273070,Taal,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Caldera,Caldera,Eruption Observed,2024,14.0106,120.9975,311,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,Rhyolite, , , , ,717090,717090,2380326,24814047
355011,Taapaca,Chile,South America Volcanic Regions,Central Andean Volcanic Arc,Composite,Complex,Eruption Dated,-320,-18.1,-69.5,5860,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite, , , , , , , , ,3,87,1994,505369
343072,Taburete,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,13.435,-88.532,1172,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,11815,71829,581517,5543122
341130,Tacana,Mexico-Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1986,15.132,-92.109,4064,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , ,Dacite,Basalt / Picro-Basalt, , , ,3032,20932,598594,4523701
355010,Tacora,Chile-Peru,South America Volcanic Regions,Central Andean Volcanic Arc,Composite,Stratovolcano(es),Unrest / Holocene,Unknown,-17.7209,-69.7728,5960,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,7,539,8757,411691
243120,Tafu-Maka,Tonga,Tonga-Kermadec Volcanic Regions,Northeast Lau Basin Volcano Group,Cluster,Fissure vent,Eruption Observed,2008,-15.37,-174.23,-1400,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,1755
342141,Tahual,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,14.43,-89.9,1716,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,10052,49010,449894,7570087
221010,"Tair, Jebel at",Yemen,Eastern Africa Volcanic Regions,Red Sea Rift Volcanic Province,Composite,Stratovolcano,Eruption Observed,2008,15.55,41.83,244,Rift zone / Oceanic crust (< 15 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,14493
285060,Taisetsuzan,Japan,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1739,43.664,142.854,2291,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,19,119,16391,1304267
283143,Takaharayama,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-4570,36.9,139.777,1795,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,303,4572,381490,8750106
390027,Takahe,Antarctica,Antarctic-Scotia Volcanic Regions,Western Antarctica Volcanic Province,Shield,Shield,Eruption Dated,-5550,-76.28,-112.08,3460,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite, , , , , , , , ,0,0,0,0
263150,Talagabodas,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-7.208,108.07,2201,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,7953,68266,2388005,24525517
261130,Talakmau,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Complex,Evidence Credible,Unknown,0.079,99.98,2919,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,75,3261,352639,2728121
261160,Talang,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2007,-0.979,100.681,2575,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,1593,18512,214975,3283153
264040,Tambora,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1967,-8.25,118,2850,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , ,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,4156,11331,89006,1036033
311080,Tanaga,United States,North America Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1914,51.885,-178.146,1806,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,0,0,0,0
261150,Tandikat-Singgalang,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1924,-0.39,100.331,2854,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,130,38799,604282,4022932
266130,Tangkoko-Duasudara,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1880,1.518,125.185,1334,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,445,57792,135761,1227998
263090,Tangkuban Parahu,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2019,-6.77,107.6,2084,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,100608,518822,5729309,32855731
290310,Tao-Rusyr Caldera,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1952,49.34,154.725,1272,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,73,83,394
268001,Tarakan,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Evidence Credible,Unknown,1.832,127.825,317,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,18056,23570,85055,360761
241030,Taranaki,New Zealand,Tonga-Kermadec Volcanic Regions,Western North Island Volcanic Province,Composite,Stratovolcano,Eruption Observed,1800,-39.3,174.07,2518,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,200,230,77381,104499
303010,Taryatu-Chulutu,Mongolia,Eastern Asia Volcanic Regions,Baikal Rift Volcanic Province,Cluster,Volcanic field,Eruption Dated,-2980,48.133,99.95,2326,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , ,5602,5602,5602,29050
281032,Tatun Volcanic Group,Taiwan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Cluster,Lava dome(s),Eruption Dated,648,25.178,121.553,1120,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,5084149,5084149,6735396,9862061
244001,Ta'u,United States,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-14.23,-169.454,931,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,95,1154,1538,1538
241070,Taupo,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Arc,Caldera,Caldera,Eruption Dated,260,-38.7811,175.893,760,Subduction zone / Continental crust (>25 km),Rhyolite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,21456,21456,26674,161966
245010,Taveuni,Fiji,Southwest Pacific Volcanic Regions,Fiji Volcanic Arc,Shield,Shield,Eruption Dated,1550,-16.8412,-179.9644,1241,Subduction zone / Crustal thickness unknown,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , ,692,3220,19186,146131
343080,Tecapa,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.494,-88.502,1593,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,37337,80502,590144,5599535
342120,Tecuamburro,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-960,14.156,-90.407,1845,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,1939,29560,313834,6874746
344040,Telica,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2022,12.606,-86.84,1036,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,1079,21990,327294,2982538
261050,"Telong, Bur ni",Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1937,4.769,96.821,2617,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,1342,25733,125812,1631846
213030,Tenduruk Dagi,Turkiye,Arabia-Central Asia Volcanic Regions,Central Anatolian Volcanic Province,Shield,Shield,Eruption Observed,1855,39.356,43.874,3514,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Phonolite,Phono-tephrite /  Tephri-phonolite, , , , , ,550,5060,173581,1938900
383030,Tenerife,Spain,Northern Africa Volcanic Regions,Canary Volcanic Province,Composite,Stratovolcano,Eruption Observed,1909,28.271,-16.641,3715,Intraplate / Oceanic crust (< 15 km),Phonolite,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , , , ,0,156,337660,766276
275110,Tengchong,China,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Eruption Dated,-5750,25.23,98.5,2865,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,153375,153375,419814,2932117
263310,Tengger Caldera,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2023,-7.942,112.95,2329,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , ,27826,69451,1420878,22628278
345031,Tenorio,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,10.673,-85.015,1916,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,436,11670,92344,943351
382050,Terceira,Portugal,Atlantic Ocean Volcanic Regions,Azores-Terceira Rift Volcanic Province,Composite,Stratovolcano(es),Eruption Observed,2000,38.73,-27.32,1023,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite, , ,Trachyandesite / Basaltic Trachyandesite,Rhyolite, , , ,2928,12299,55425,81512
300512,Terpuk,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,Eruption Dated,-800,57.2,159.83,765,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,0,2,33,4551
373090,Theistareykir,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Shield,Shield,Eruption Dated,-900,65.883,-16.967,563,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,0,36,3711,25779
322070,Three Sisters,United States,North America Volcanic Regions,High Cascades Volcanic Arc,Composite,Complex,Eruption Dated,439,44.133,-121.767,3159,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,Rhyolite, , , , ,0,0,5672,279885
343082,"Tigre, El",El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.47,-88.43,1640,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,24354,112718,786750,5456104
343130,"Tigre, Isla del",Honduras,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,13.274,-87.639,774,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,5000,9983,156692,2725661
355105,Tilocalar,Chile,South America Volcanic Regions,Central Andean Volcanic Arc,Minor,Lava cone(es),Evidence Uncertain,Unknown,-23.97,-68.13,3109,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,5,9,487,6154
256010,Tinakula,Solomon Islands,Southwest Pacific Volcanic Regions,Vanuatu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,-10.386,165.804,796,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt,Dacite, , , ,0,19,19,20155
372040,Tindfjallajokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Composite,Stratovolcano,Evidence Uncertain,Unknown,63.783,-19.716,1464,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Rhyolite,Andesite / Basaltic Andesite, , , , , , ,0,0,833,19159
357030,Tinguiririca,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1917,-34.814,-70.352,4280,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,10,47,1883,881383
373100,Tjornes Fracture Zone,Iceland,Atlantic Ocean Volcanic Regions,Arctic Ridge Volcanic Province,Cluster,Fissure vent,Eruption Observed,1868,66.309,-17.118,-75,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,807,22407
315060,Tlevak Strait-Suemez Island,United States,North America Volcanic Regions,Queen Charlotte Volcano Group,Cluster,Volcanic field,Evidence Credible,Unknown,55.25,-133.3,50,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,1596,6552
261090,Toba,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Caldera,Caldera,Evidence Credible,Unknown,2.6083,98.8417,2157,Subduction zone / Continental crust (>25 km),Dacite,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , , ,125908,125908,168995,3437177
268050,Todoko-Ranu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Caldera(s),Evidence Credible,Unknown,1.2389,127.4556,979,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,366,10748,56900,631999
225001,Todra Volcanic Field,Niger,Northern Africa Volcanic Regions,Air Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,17.68,8.5,1780,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachyte / Trachydacite,Phonolite, , , , , , , ,362,362,927,146935
243060,Tofua,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Caldera,Caldera,Eruption Observed,2024,-19.75,-175.07,515,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1556,1556,1556,8789
225009,"Toh, Tarso",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,21.33,16.33,2000,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,4088
285050,Tokachidake,Japan,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2004,43.418,142.686,2077,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,12,227,60382,1373264
300240,Tolbachik,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Shield,Shield,Eruption Observed,2013,55.832,160.326,3611,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,225,10487
357093,Tolhuaca,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Evidence Credible,-4000,-38.31,-71.645,2739,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,82,494,13873,567185
351030,"Tolima, Nevado del",Colombia,South America Volcanic Regions,Northern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1943,4.658,-75.33,5215,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1660,6563,441916,4258333
342070,Toliman,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,14.612,-91.189,3158,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,5641,67361,703786,8130714
300082,Tolmachev Dol,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Cluster,Pyroclastic cone(s),Eruption Dated,300,52.63,157.58,1021,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,2,2,14,247676
341070,"Toluca, Nevado de",Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-1350,19.108,-99.758,4680,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , ,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , ,126,1240,1626432,25247342
290010,Tomariyama [Golovnin],Japan - administered by Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Caldera,Caldera,Eruption Observed,1848,43.844,145.504,535,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,1796,1796,2445,159344
224011,Tombel Graben,Cameroon,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Cluster,Volcanic field,Evidence Credible,Unknown,4.758,9.717,500,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,234623,234623,434892,4087423
241080,Tongariro,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2012,-39.157,175.632,1978,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,27,286,7591,81567
372050,Torfajokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Composite,Stratovolcano,Eruption Observed,1477,63.892,-19.122,1280,Rift zone / Oceanic crust (< 15 km),Rhyolite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, ,Trachyandesite / Basaltic Trachyandesite, , , , ,0,0,7,16304
284011,Toshima,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-4550,34.52,139.279,508,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,330,331,13194,5285115
225010,"Tousside, Tarso",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Composite,Stratovolcano,Evidence Credible,Unknown,21.03,16.45,3265,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Dacite,Rhyolite, ,Basalt / Picro-Basalt, , , , ,0,0,394,5038
283271,Towada,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Caldera,Caldera,Eruption Observed,915,40.51,140.88,1011,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,12366,12366,103631,2237010
285030,Toya,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2001,42.544,140.839,733,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , ,5723,36191,214565,3206914
